"","term","estimate","std.error","statistic","p.value","padj"
"529","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.352.5452938402.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",0.285492687281481,24.8858813417418,0.0114720746016986,0.990846809568304,1
"530","PWY.6124..inosine.5.phosphate.biosynthesis.II.1456.2082678409.PWY.6124..inosine.5.phosphate.biosynthesis.II",0.0723901583392045,6.31011921143601,0.0114720746016984,0.990846809568304,1
"531","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.618.0232329855.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",0.267531857486115,23.3202682840403,0.0114720746016977,0.990846809568304,1
"532","PWY.5695..inosine.5.phosphate.degradation.1544.0972580855.PWY.5695..inosine.5.phosphate.degradation",0.0485646020266926,4.23328854743552,0.0114720746016977,0.990846809568304,1
"533","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.492.9347268355.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",0.102361967784123,8.92270764775044,0.0114720746016968,0.990846809568305,1
"534","PWY.7399..methylphosphonate.degradation.II",2.20513999577563,192.218066246665,0.0114720746016968,0.990846809568305,1
"535","PWY.6124..inosine.5.phosphate.biosynthesis.II.1159.9815785772.PWY.6124..inosine.5.phosphate.biosynthesis.II",0.0742461252853416,6.47190049429889,0.0114720746016947,0.990846809568307,1
"536","PWY.7234..inosine.5.phosphate.biosynthesis.III.1085.5147949885.PWY.7234..inosine.5.phosphate.biosynthesis.III",0.0884030215843152,7.70593154713791,0.0114720746016942,0.990846809568307,1
"537","PWY.5695..inosine.5.phosphate.degradation.1483.0681392681.PWY.5695..inosine.5.phosphate.degradation",0.0370423537783958,3.22891500138313,0.0114720746016939,0.990846809568307,1
"538","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.539.6550404716.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",0.468263455134438,40.8176787017602,0.0114720746016908,0.99084680956831,1
"539","PWY.6124..inosine.5.phosphate.biosynthesis.II.1283.3388310746.PWY.6124..inosine.5.phosphate.biosynthesis.II",0.0985788251546821,8.59293794517075,0.0114720746016889,0.990846809568311,1
"540","PWY.5695..inosine.5.phosphate.degradation.183.3216428830.PWY.5695..inosine.5.phosphate.degradation",0.301361638709004,26.2691491445361,0.0114720746016887,0.990846809568312,1
"541","PWY.8131..5.deoxyadenosine.degradation.II.270.7384765361.PWY.8131..5.deoxyadenosine.degradation.II",0.313033881128137,27.2865974112541,0.0114720746016881,0.990846809568312,1
"542","PWY.6124..inosine.5.phosphate.biosynthesis.II.844.9447863970.PWY.6124..inosine.5.phosphate.biosynthesis.II",0.0496828081695315,4.33076055504565,0.011472074601688,0.990846809568312,1
"543","PWY.6124..inosine.5.phosphate.biosynthesis.II.2263.3366220851.PWY.6124..inosine.5.phosphate.biosynthesis.II",0.0460042444505804,4.01010680699472,0.011472074601688,0.990846809568312,1
"544","PWY.6123..inosine.5.phosphate.biosynthesis.I.1296.0624505721.PWY.6123..inosine.5.phosphate.biosynthesis.I",0.0864962593568727,7.53972253145439,0.011472074601688,0.990846809568312,1
"545","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.999.9578765583.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",0.0467830142909101,4.07799076585753,0.0114720746016875,0.990846809568313,1
"546","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.146.6386513627.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",0.50603615597844,44.110256736303,0.0114720746016871,0.990846809568313,1
"547","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.612.1774009036.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",0.101241784671234,8.82506331124718,0.0114720746016865,0.990846809568313,1
"548","PWY.5695..inosine.5.phosphate.degradation.1532.8193781867.PWY.5695..inosine.5.phosphate.degradation",0.0498934084902852,4.34911820421309,0.0114720746016865,0.990846809568313,1
"549","PWY.6123..inosine.5.phosphate.biosynthesis.I.912.1523172083.PWY.6123..inosine.5.phosphate.biosynthesis.I",0.0453563752067472,3.95363321644369,0.0114720746016863,0.990846809568313,1
"550","PWY.7234..inosine.5.phosphate.biosynthesis.III.734.3739674343.PWY.7234..inosine.5.phosphate.biosynthesis.III",0.0921661350316573,8.03395534214163,0.0114720746016853,0.990846809568314,1
"551","PWY.7234..inosine.5.phosphate.biosynthesis.III.351.1244386376.PWY.7234..inosine.5.phosphate.biosynthesis.III",0.239146635346844,20.8459797944247,0.0114720746016843,0.990846809568315,1
"552","PWY.7234..inosine.5.phosphate.biosynthesis.III.297.7972347168.PWY.7234..inosine.5.phosphate.biosynthesis.III",0.305973309486691,26.6711401477265,0.0114720746016841,0.990846809568315,1
"553","PWY.6124..inosine.5.phosphate.biosynthesis.II.1290.2951418516.PWY.6124..inosine.5.phosphate.biosynthesis.II",0.061821407883732,5.38886034393973,0.0114720746016838,0.990846809568315,1
"554","PWY.5695..inosine.5.phosphate.degradation.1679.6996520816.PWY.5695..inosine.5.phosphate.degradation",0.100001731754081,8.71697014064118,0.0114720746016832,0.990846809568316,1
"555","FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.",-0.646884530717855,56.4083768934005,-0.011467880594053,0.990850155682137,1
"556","PWY.8134..bile.acid.7.beta..dehydroxylation",-2.07046622291954,182.048902670591,-0.0113731321229985,0.990925749094414,1
"557","PWY66.367..ketogenesis",-0.919479587779658,84.1673039994235,-0.010924427231101,0.991283741547934,1
"558","PWY.7294..D.xylose.degradation.IV",-1.35290731944772,125.737664242902,-0.0107597618231094,0.991415117812587,1
"559","PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction.",-1.51098010723399,142.809352390106,-0.0105804002465225,0.991558219498815,1
"560","PWY.8188..L.alanine.degradation.VI..reductive.Stickland.reaction.",-1.51098010723399,142.809352390106,-0.0105804002465225,0.991558219498815,1
"561","PWY.8189..L.alanine.degradation.V..oxidative.Stickland.reaction.",-1.51098010723399,142.809352390106,-0.0105804002465225,0.991558219498815,1
"562","PWY.5994..palmitate.biosynthesis..type.I.fatty.acid.synthase.",-2.84224281048074,280.421792938743,-0.0101355988801541,0.991913100600959,1
"563","PWY.6124..inosine.5.phosphate.biosynthesis.II.986.8670045604.PWY.6124..inosine.5.phosphate.biosynthesis.II",-0.103962499326445,10.4508583140999,-0.00994774746741927,0.992062976786096,1
"564","PWY.5695..inosine.5.phosphate.degradation.1101.6000356915.PWY.5695..inosine.5.phosphate.degradation",-0.0972101159182991,9.7720731488919,-0.00994774746741659,0.992062976786099,1
"565","PWY.5695..inosine.5.phosphate.degradation.1629.2808615674.PWY.5695..inosine.5.phosphate.degradation",-0.0779595500942515,7.83690482188129,-0.00994774746741622,0.992062976786099,1
"566","PWY.7204..pyridoxal.5.phosphate.salvage.II..plants..79.6143964182.PWY.7204..pyridoxal.5.phosphate.salvage.II..plants.",-0.777923911027925,78.2010111913284,-0.00994774746741622,0.992062976786099,1
"567","PWY.8131..5.deoxyadenosine.degradation.II.63.6210340069.PWY.8131..5.deoxyadenosine.degradation.II",-0.363264811201161,36.5172932255299,-0.00994774746741623,0.992062976786099,1
"568","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.778.4148116915.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.193240502857702,19.4255537236605,-0.00994774746741624,0.992062976786099,1
"569","PWY.7234..inosine.5.phosphate.biosynthesis.III.309.8996823901.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.292556053282118,29.4092762447362,-0.00994774746741622,0.992062976786099,1
"570","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.294.3337716219.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.193840960434747,19.4859148837138,-0.00994774746741595,0.992062976786099,1
"571","PWY.5695..inosine.5.phosphate.degradation.1745.1284940728.PWY.5695..inosine.5.phosphate.degradation",-0.0683610861231545,6.87201663965361,-0.00994774746741595,0.992062976786099,1
"572","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.609.1185349962.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.113479207605026,11.4075279832675,-0.00994774746741595,0.992062976786099,1
"573","PWY.5695..inosine.5.phosphate.degradation.1563.8056696683.PWY.5695..inosine.5.phosphate.degradation",-0.0569340563389084,5.72331138535604,-0.00994774746741595,0.992062976786099,1
"574","PWY.5695..inosine.5.phosphate.degradation.1651.1468574230.PWY.5695..inosine.5.phosphate.degradation",-0.0711237734430428,7.14973652839602,-0.00994774746741595,0.992062976786099,1
"575","PWY.5695..inosine.5.phosphate.degradation.1528.5398583613.PWY.5695..inosine.5.phosphate.degradation",-0.0635794508007551,6.39134145785374,-0.00994774746741595,0.992062976786099,1
"576","PWY.6123..inosine.5.phosphate.biosynthesis.I.1980.4399271119.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0553250016095545,5.56156072425167,-0.00994774746741595,0.992062976786099,1
"577","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.1101.2118937446.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.0879838545916846,8.84460073799406,-0.00994774746741584,0.992062976786099,1
"578","PWY.8131..5.deoxyadenosine.degradation.II.197.1236812530.PWY.8131..5.deoxyadenosine.degradation.II",-0.134502666938048,13.52091690894,-0.00994774746741584,0.992062976786099,1
"579","PWY.8131..5.deoxyadenosine.degradation.II.215.9222766676.PWY.8131..5.deoxyadenosine.degradation.II",-0.125771428633787,12.6432068210171,-0.00994774746741584,0.992062976786099,1
"580","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.575.4648555741.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.0525493527958789,5.28253787784682,-0.00994774746741584,0.992062976786099,1
"581","PWY.6123..inosine.5.phosphate.biosynthesis.I.1675.8114821126.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0805396512953103,8.09627019173139,-0.00994774746741584,0.992062976786099,1
"582","PWY.8131..5.deoxyadenosine.degradation.II.209.9237389174.PWY.8131..5.deoxyadenosine.degradation.II",-0.260312539316019,26.167988297721,-0.00994774746741573,0.992062976786099,1
"583","PWY.5695..inosine.5.phosphate.degradation.2196.2533613608.PWY.5695..inosine.5.phosphate.degradation",-0.0728993914016495,7.32823100309237,-0.00994774746741573,0.992062976786099,1
"584","PWY.5695..inosine.5.phosphate.degradation.2203.0711810088.PWY.5695..inosine.5.phosphate.degradation",-0.0493532260922944,4.96124637803211,-0.00994774746741573,0.992062976786099,1
"585","PWY.6123..inosine.5.phosphate.biosynthesis.I.1659.3913339923.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0335715023818516,3.37478434105977,-0.00994774746741573,0.992062976786099,1
"586","PWY.7234..inosine.5.phosphate.biosynthesis.III.253.2423921511.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.211810974547129,21.2923554041681,-0.00994774746741573,0.992062976786099,1
"587","PWY.5695..inosine.5.phosphate.degradation.824.5684640364.PWY.5695..inosine.5.phosphate.degradation",-0.0794193781100069,7.98365442731116,-0.00994774746741573,0.992062976786099,1
"588","PWY.7374..1.4.dihydroxy.6.naphthoate.biosynthesis.I",-1.00459118795016,100.986800402879,-0.00994774746741573,0.992062976786099,1
"589","PWY.8131..5.deoxyadenosine.degradation.II.137.9731464261.PWY.8131..5.deoxyadenosine.degradation.II",-0.284370003479206,28.5863713781107,-0.00994774746741573,0.992062976786099,1
"590","P162.PWY..L.glutamate.degradation.V..via.hydroxyglutarate.",-1.2136397563745,122.00146418572,-0.00994774746741573,0.992062976786099,1
"591","PWY.6124..inosine.5.phosphate.biosynthesis.II.1500.2853752886.PWY.6124..inosine.5.phosphate.biosynthesis.II",-0.0617250483115346,6.20492714694635,-0.00994774746741573,0.992062976786099,1
"592","PWY.6123..inosine.5.phosphate.biosynthesis.I.1500.6181809093.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.042886806480361,4.31120780064417,-0.00994774746741573,0.992062976786099,1
"593","PWY.8131..5.deoxyadenosine.degradation.II.87.6071949062.PWY.8131..5.deoxyadenosine.degradation.II",-0.31861050549886,32.0284070883868,-0.00994774746741573,0.992062976786099,1
"594","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.1204.6471174042.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.0322419306771056,3.24112878646301,-0.00994774746741573,0.992062976786099,1
"595","PWY.5695..inosine.5.phosphate.degradation.1718.2139413885.PWY.5695..inosine.5.phosphate.degradation",-0.0371904050132488,3.73857550516512,-0.00994774746741573,0.992062976786099,1
"596","PWY.6123..inosine.5.phosphate.biosynthesis.I.1399.4495076704.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.026318364380613,2.64566068517722,-0.00994774746741573,0.992062976786099,1
"597","PWY.8131..5.deoxyadenosine.degradation.II.62.7901487733.PWY.8131..5.deoxyadenosine.degradation.II",-1.35315911762073,136.02668564447,-0.00994774746741573,0.992062976786099,1
"598","PWY.6123..inosine.5.phosphate.biosynthesis.I.268.3531099335.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.247534240587911,24.8834463680064,-0.00994774746741573,0.992062976786099,1
"599","PWY.5695..inosine.5.phosphate.degradation.2050.9630069292.PWY.5695..inosine.5.phosphate.degradation",-0.0455857067537323,4.58251547931331,-0.00994774746741573,0.992062976786099,1
"600","PWY.7234..inosine.5.phosphate.biosynthesis.III.694.9056785495.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.0692581336479173,6.96219258427853,-0.00994774746741573,0.992062976786099,1
"601","PWY.6123..inosine.5.phosphate.biosynthesis.I.1361.0453601007.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0365014414678216,3.66931725874462,-0.00994774746741573,0.992062976786099,1
"602","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.650.1669445748.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.391913911632957,39.3972517815402,-0.00994774746741573,0.992062976786099,1
"603","PWY.5695..inosine.5.phosphate.degradation.1888.5992406044.PWY.5695..inosine.5.phosphate.degradation",-0.0367325377298553,3.69254827288029,-0.00994774746741573,0.992062976786099,1
"604","PWY.6124..inosine.5.phosphate.biosynthesis.II.1667.9949305140.PWY.6124..inosine.5.phosphate.biosynthesis.II",-0.0391451702607234,3.93507880944355,-0.00994774746741573,0.992062976786099,1
"605","PWY.5695..inosine.5.phosphate.degradation.2071.1183064180.PWY.5695..inosine.5.phosphate.degradation",-0.0333754310781818,3.35507422032017,-0.00994774746741573,0.992062976786099,1
"606","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.1006.0701234963.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.0478209075428396,4.80720964213044,-0.00994774746741573,0.992062976786099,1
"607","PWY.6123..inosine.5.phosphate.biosynthesis.I.1352.2239282845.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0683145695600266,6.86734054958612,-0.00994774746741573,0.992062976786099,1
"608","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.769.3285720217.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.0547834290919766,5.50711900070062,-0.00994774746741573,0.992062976786099,1
"609","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.637.6771823730.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.0943116863705981,9.4807077360498,-0.00994774746741573,0.992062976786099,1
"610","PWY.5695..inosine.5.phosphate.degradation.1662.6549090466.PWY.5695..inosine.5.phosphate.degradation",-0.0825652021468559,8.29988923797089,-0.00994774746741573,0.992062976786099,1
"611","PWY.6124..inosine.5.phosphate.biosynthesis.II.1611.1505787487.PWY.6124..inosine.5.phosphate.biosynthesis.II",-0.0754760244468821,7.58724773564137,-0.00994774746741573,0.992062976786099,1
"612","PWY.5695..inosine.5.phosphate.degradation.1681.4468185400.PWY.5695..inosine.5.phosphate.degradation",-0.0302986565623529,3.04578063140402,-0.00994774746741561,0.992062976786099,1
"613","PWY.6123..inosine.5.phosphate.biosynthesis.I.1233.1473049907.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0379104146513603,3.81095466843503,-0.00994774746741562,0.992062976786099,1
"614","PWY.6124..inosine.5.phosphate.biosynthesis.II.1394.6213635771.PWY.6124..inosine.5.phosphate.biosynthesis.II",-0.0554581226192808,5.5749427496966,-0.00994774746741551,0.992062976786099,1
"615","PWY.8131..5.deoxyadenosine.degradation.II.66.2006974043.PWY.8131..5.deoxyadenosine.degradation.II",-0.855362997120201,85.9855962288948,-0.00994774746741551,0.992062976786099,1
"616","PWY.5695..inosine.5.phosphate.degradation.1744.4457946056.PWY.5695..inosine.5.phosphate.degradation",-0.0479611145275805,4.82130398712671,-0.00994774746741562,0.992062976786099,1
"617","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.745.9309532533.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.080350021432423,8.07720759856578,-0.00994774746741562,0.992062976786099,1
"618","PWY.6123..inosine.5.phosphate.biosynthesis.I.1512.4687626093.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0704426830647304,7.08126973422576,-0.00994774746741551,0.992062976786099,1
"619","PWY.7204..pyridoxal.5.phosphate.salvage.II..plants..137.8740070944.PWY.7204..pyridoxal.5.phosphate.salvage.II..plants.",-0.159519466463457,16.0357374356327,-0.00994774746741561,0.992062976786099,1
"620","PWY.6123..inosine.5.phosphate.biosynthesis.I.1767.5931180367.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.034301766605656,3.44819434932514,-0.00994774746741562,0.992062976786099,1
"621","PWY.5695..inosine.5.phosphate.degradation.2073.8084679798.PWY.5695..inosine.5.phosphate.degradation",-0.0446909184273275,4.49256664121355,-0.00994774746741551,0.992062976786099,1
"622","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.1042.0294229142.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.0609403996030424,6.12605012367439,-0.00994774746741551,0.992062976786099,1
"623","PWY.5695..inosine.5.phosphate.degradation.1568.1055297684.PWY.5695..inosine.5.phosphate.degradation",-0.0414746073804596,4.16924610484055,-0.00994774746741551,0.992062976786099,1
"624","PWY.8131..5.deoxyadenosine.degradation.II.182.7317630910.PWY.8131..5.deoxyadenosine.degradation.II",-0.193141377178715,19.4155890880182,-0.00994774746741562,0.992062976786099,1
"625","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.141.4209396658.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.907766437032861,91.2534661747596,-0.00994774746741562,0.992062976786099,1
"626","PWY.7234..inosine.5.phosphate.biosynthesis.III.498.1845252172.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.110508126924072,11.1088592956393,-0.00994774746741562,0.992062976786099,1
"627","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.1110.1888529008.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.0523112535900124,5.25860289089171,-0.00994774746741562,0.992062976786099,1
"628","PWY.5695..inosine.5.phosphate.degradation.1689.7940000663.PWY.5695..inosine.5.phosphate.degradation",-0.0282183701051362,2.83665927362621,-0.00994774746741562,0.992062976786099,1
"629","PWY.7204..pyridoxal.5.phosphate.salvage.II..plants..260.6964300987.PWY.7204..pyridoxal.5.phosphate.salvage.II..plants.",-0.0827012449487781,8.31356497736512,-0.00994774746741551,0.992062976786099,1
"630","PWY.8131..5.deoxyadenosine.degradation.II.156.5565837352.PWY.8131..5.deoxyadenosine.degradation.II",-0.262533100991978,26.3912108597371,-0.00994774746741551,0.992062976786099,1
"631","PWY.7204..pyridoxal.5.phosphate.salvage.II..plants..49.2634304306.PWY.7204..pyridoxal.5.phosphate.salvage.II..plants.",-0.543298767201089,54.6152552606199,-0.00994774746741562,0.992062976786099,1
"632","PWY.7234..inosine.5.phosphate.biosynthesis.III.599.1584377836.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.237667860662435,23.8916258621292,-0.00994774746741551,0.992062976786099,1
"633","PWY.5695..inosine.5.phosphate.degradation.1699.1699924049.PWY.5695..inosine.5.phosphate.degradation",-0.0602120164407552,6.05282920962589,-0.00994774746741562,0.992062976786099,1
"634","PWY.6123..inosine.5.phosphate.biosynthesis.I.1630.1617010548.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.055944038198829,5.6237895445252,-0.00994774746741561,0.992062976786099,1
"635","PWY.5695..inosine.5.phosphate.degradation.1603.6077081096.PWY.5695..inosine.5.phosphate.degradation",-0.0512515357511326,5.15207446902022,-0.00994774746741562,0.992062976786099,1
"636","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.618.6362153775.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.160286864334417,16.1128803138042,-0.00994774746741562,0.992062976786099,1
"637","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.1032.1304325379.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.109779940178487,11.035658126433,-0.00994774746741551,0.992062976786099,1
"638","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.1155.1970463761.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.0254717179433382,2.56055132348023,-0.00994774746741562,0.992062976786099,1
"639","PWY.7234..inosine.5.phosphate.biosynthesis.III.314.5101385306.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.301208261401174,30.2790418019555,-0.00994774746741562,0.992062976786099,1
"640","PWY.5695..inosine.5.phosphate.degradation.1421.0215748408.PWY.5695..inosine.5.phosphate.degradation",-0.0421572178392325,4.23786570550979,-0.00994774746741562,0.992062976786099,1
"641","PWY.5695..inosine.5.phosphate.degradation.1499.2717828368.PWY.5695..inosine.5.phosphate.degradation",-0.0742914758022136,7.46817066331442,-0.00994774746741562,0.992062976786099,1
"642","PWY.6123..inosine.5.phosphate.biosynthesis.I.1373.6558130413.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0567841553092161,5.70824254387395,-0.00994774746741562,0.992062976786099,1
"643","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.570.8193061933.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.141506516340264,14.2249807610995,-0.00994774746741562,0.992062976786099,1
"644","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.533.1748123846.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.111057292292773,11.1640642925996,-0.00994774746741562,0.992062976786099,1
"645","PWY.8131..5.deoxyadenosine.degradation.II.61.5921301841.PWY.8131..5.deoxyadenosine.degradation.II",-0.627037768846375,63.0331410100901,-0.00994774746741562,0.992062976786099,1
"646","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.475.7890634408.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.237510219138402,23.8757789053634,-0.00994774746741551,0.992062976786099,1
"647","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.937.2417969517.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.0752162016900286,7.56112898285801,-0.00994774746741562,0.992062976786099,1
"648","PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage.541.5314475108.PWY0.845..superpathway.of.pyridoxal.5.phosphate.biosynthesis.and.salvage",-0.0711785145708021,7.15523939504407,-0.00994774746741562,0.992062976786099,1
"649","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.482.5127167755.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.0686308768930804,6.89913742964277,-0.00994774746741551,0.992062976786099,1
"650","PWY.5695..inosine.5.phosphate.degradation.1514.4986902845.PWY.5695..inosine.5.phosphate.degradation",-0.0639553265727201,6.42912647131516,-0.00994774746741562,0.992062976786099,1
"651","PWY.6124..inosine.5.phosphate.biosynthesis.II.73.1004326787.PWY.6124..inosine.5.phosphate.biosynthesis.II",-0.751683955335187,75.5632325606745,-0.00994774746741562,0.992062976786099,1
"652","PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I.1011.4416725064.PYRIDOXSYN.PWY..pyridoxal.5.phosphate.biosynthesis.I",-0.0482759094423666,4.85294883092856,-0.00994774746741551,0.992062976786099,1
"653","PWY.6123..inosine.5.phosphate.biosynthesis.I.1427.5682538349.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0557298882491165,5.60226206301108,-0.00994774746741551,0.992062976786099,1
"654","PWY.6124..inosine.5.phosphate.biosynthesis.II.1366.1875959406.PWY.6124..inosine.5.phosphate.biosynthesis.II",-0.0562094745910633,5.65047260952095,-0.00994774746741562,0.992062976786099,1
"655","PWY.7234..inosine.5.phosphate.biosynthesis.III.261.9389477306.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.525992883020541,52.8755765808757,-0.00994774746741551,0.992062976786099,1
"656","PWY.7234..inosine.5.phosphate.biosynthesis.III.261.7746224669.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.346549364007036,34.8369683832628,-0.00994774746741551,0.992062976786099,1
"657","PWY.7234..inosine.5.phosphate.biosynthesis.III.361.1278798401.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.128802864662004,12.9479427462253,-0.00994774746741551,0.992062976786099,1
"658","PWY.8131..5.deoxyadenosine.degradation.II.18.6246974403.PWY.8131..5.deoxyadenosine.degradation.II",-0.825596940361653,82.9933553365665,-0.00994774746741562,0.992062976786099,1
"659","PWY.6124..inosine.5.phosphate.biosynthesis.II.1380.6125636838.PWY.6124..inosine.5.phosphate.biosynthesis.II",-0.0920897089829398,9.25734285923377,-0.00994774746741551,0.992062976786099,1
"660","PWY.7234..inosine.5.phosphate.biosynthesis.III.471.3903430570.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.120464445379097,12.1097208964828,-0.00994774746741562,0.992062976786099,1
"661","PWY.8131..5.deoxyadenosine.degradation.II.192.6271232600.PWY.8131..5.deoxyadenosine.degradation.II",-0.245985013667798,24.7277099135797,-0.00994774746741551,0.992062976786099,1
"662","PWY.6123..inosine.5.phosphate.biosynthesis.I.2048.9050843343.PWY.6123..inosine.5.phosphate.biosynthesis.I",-0.0741562095825638,7.45457299006297,-0.00994774746741562,0.992062976786099,1
"663","PWY.5695..inosine.5.phosphate.degradation.1169.8325546401.PWY.5695..inosine.5.phosphate.degradation",-0.0856150318024793,8.60647418754004,-0.00994774746741562,0.992062976786099,1
"664","PWY.7234..inosine.5.phosphate.biosynthesis.III.344.8502788830.PWY.7234..inosine.5.phosphate.biosynthesis.III",-0.169497771606269,17.0388092542023,-0.00994774746741562,0.992062976786099,1
