Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
"31(1,G4)",77-4,262,302,297,363,281,266,213,217,329,332,302,359,3523,,
"32(1,H4)",77-4,208,196,225,255,221,193,179,137,243,218,223,242,2540,,
"33(1,A5)",79-1,269,267,298,335,259,267,228,182,357,322,284,355,3423,,
"34(1,B5)",79-1,303,270,320,308,306,287,254,198,364,304,301,364,3579,,
"35(1,C5)",79-2,245,264,283,281,224,238,195,192,314,288,278,341,3143,,
"36(1,D5)",79-2,343,389,453,562,378,355,334,317,597,492,505,622,5347,,
"37(1,E5)",79-3,264,261,293,319,234,256,237,186,338,286,258,312,3244,,
"38(1,F5)",79-3,234,247,237,271,234,243,190,162,281,257,253,291,2900,,
"39(1,G5)",79-4,266,275,314,295,242,256,201,183,335,295,221,339,3222,,
"40(1,H5)",79-4,223,219,225,257,236,235,208,186,276,224,237,294,2820,,
"41(1,A6)",81-1,272,293,268,316,263,249,231,219,372,286,265,346,3380,,
"42(1,B6)",81-1,127,131,140,152,121,154,96,106,146,153,130,165,1621,,
"43(1,C6)",81-2,2,2,2,3,3,0,3,2,2,1,0,5,25,,
"44(1,D6)",81-2,230,215,260,313,231,236,169,168,314,248,206,305,2895,,
"45(1,E6)",81-3,47,42,39,45,39,35,15,26,42,38,33,46,447,,
"46(1,F6)",81-3,244,301,294,353,268,261,258,240,366,301,317,354,3557,,
"47(1,G6)",81-4,290,317,328,385,299,270,244,226,427,344,315,393,3838,,
"48(1,H6)",81-4,179,198,195,204,180,189,160,126,227,204,207,208,2277,,
"49(1,A7)",84-1,233,287,308,313,281,289,219,198,333,305,279,379,3424,,
"50(1,B7)",84-1,301,385,370,451,365,337,292,276,536,388,381,523,4605,,
"51(1,C7)",84-2,316,408,418,494,386,345,317,263,556,418,360,539,4820,,
"52(1,D7)",84-2,377,406,446,515,427,361,332,293,609,434,402,588,5190,,
"53(1,E7)",84-3,363,372,385,435,343,360,337,304,530,466,426,468,4789,,
"54(1,F7)",84-3,330,350,352,361,261,311,259,226,397,336,344,402,3929,,
"55(1,G7)",84-4,2,1,2,4,5,1,3,1,0,0,1,5,25,,
"56(1,H7)",84-4,3,1,3,4,5,0,2,3,0,1,1,4,27,,
"57(1,A8)",95-1,3,2,2,4,6,1,2,1,1,0,0,2,24,,
"58(1,B8)",95-1,303,361,309,350,295,272,275,208,394,380,355,431,3933,,
"59(1,C8)",95-2,291,332,329,349,307,274,280,221,405,328,298,379,3793,,
"60(1,D8)",95-2,400,455,488,676,447,383,388,354,751,496,571,759,6168,,
"61(1,E8)",95-3,277,242,292,353,275,268,223,181,327,277,288,317,3320,,
"62(1,F8)",95-3,237,240,256,298,265,276,232,191,317,286,285,302,3185,,
"63(1,G8)",95-4,285,328,319,345,303,272,242,238,415,346,316,397,3806,,
"64(1,H8)",95-4,182,175,188,190,184,155,145,124,208,183,192,225,2151,,
"65(1,A9)",96-1,263,324,345,434,378,337,262,253,482,362,381,494,4315,,
"66(1,B9)",96-1,280,360,345,431,357,329,257,263,406,323,359,422,4132,,
"67(1,C9)",96-2,277,313,315,374,277,305,270,228,408,308,353,395,3823,,
"68(1,D9)",96-2,349,437,479,641,450,395,438,384,758,470,525,749,6075,,
"69(1,E9)",96-3,289,300,323,366,308,301,254,228,378,309,323,408,3787,,
"70(1,F9)",96-3,253,269,262,333,284,293,191,184,307,285,278,310,3249,,
"71(1,G9)",96-4,283,313,321,350,319,267,240,226,420,337,314,417,3807,,
"72(1,H9)",96-4,174,208,188,218,192,177,160,133,197,173,192,164,2176,,
"73(1,A10)",99-1,337,359,332,407,349,335,305,261,474,373,368,463,4363,,
"74(1,B10)",99-1,319,353,397,480,356,370,305,302,507,442,446,528,4805,,
"75(1,C10)",99-2,282,317,340,426,318,318,259,245,428,350,370,430,4083,,
"76(1,D10)",99-2,412,476,467,650,473,402,448,414,748,569,553,741,6353,,
"77(1,E10)",99-3,317,318,372,421,326,301,264,253,442,385,335,409,4143,,
"78(1,F10)",99-3,338,325,367,409,343,339,283,233,428,390,341,448,4244,,
"79(1,G10)",99-4,232,244,274,314,252,263,194,178,308,251,220,312,3042,,
"80(1,H10)",99-4,189,172,200,208,191,174,147,127,212,180,173,217,2190,,
"81(1,A11)",101-1,321,336,340,399,346,342,254,248,457,380,368,430,4221,,
"82(1,B11)",101-1,336,382,370,459,359,347,285,256,494,419,439,463,4609,,
"83(1,C11)",101-2,349,368,371,485,372,396,327,277,496,410,410,495,4756,,
"84(1,D11)",101-2,370,453,477,756,465,427,398,364,820,530,578,781,6419,,
"85(1,E11)",101-3,277,280,310,365,288,280,272,245,410,323,325,358,3733,,
"86(1,F11)",101-3,347,351,371,464,320,349,342,286,484,404,399,495,4612,,
"87(1,G11)",101-4,233,230,256,296,250,227,206,171,309,248,262,297,2985,,
"88(1,H11)",101-4,188,188,215,209,203,204,178,127,226,197,197,262,2394,,
"89(1,A12)",102-1,255,321,338,389,311,315,259,248,375,360,332,401,3904,,
"90(1,B12)",102-1,324,344,325,415,352,317,274,259,476,390,335,506,4317,,
"91(1,C12)",102-2,343,359,389,487,407,353,290,283,560,423,361,524,4779,,
"92(1,D12)",102-2,369,452,520,682,458,441,420,393,779,577,551,807,6449,,
"93(1,E12)",102-3,251,301,311,340,264,288,255,231,415,321,327,437,3741,,
"94(1,F12)",102-3,266,303,304,375,286,246,279,244,377,312,303,385,3680,,
"95(1,G12)",102-4,191,220,246,251,204,226,167,135,272,236,215,240,2603,,
"96(1,H12)",102-4,85,104,125,108,95,106,67,69,108,96,96,107,1166,,
,,,,,,,,,,,,,,,,
DataType:,Result,,,,,,,,,,,,,,,
Location,Sample,TNF-alpha,IL-6,vWF-A2,MMP-2,IL-10,CCL2/JE/MCP-1,IL-1 beta/IL-1F2,S100A9,Comlement Component C9,ALCAM/CD166,IL-12/IL-23 p40,Cystatin C,Total Events,,
"1(1,A1)",Standard1,N/A,1102.512124,11728.35093,55657.06927,1586.767027,17689.39735,6540.159365,6253.217651,6992603.101,214399.9682,146624.0502,141882.7647,3428,,
"2(1,B1)",Standard1,N/A,1103.812795,11541.12527,56157.97218,1580.795484,16770.91094,6662.923602,7181.211079,6705116.373,217388.6928,150435.5143,142711.3507,3524,,
"3(1,C1)",Standard2,N/A,352.546058,3615.972733,22682.04105,374.9095931,3644.532621,1660.065305,1855.888376,2071689.302,77042.8714,46686.74912,52581.60132,3440,,
"4(1,D1)",Standard2,N/A,235.9517495,3082.124774,15335.51244,220.1528665,1356.38544,900.1295654,1184.217897,1378505.374,42796.20769,29150.53441,38444.64349,5414,,
"5(1,E1)",Standard3,N/A,113.2907824,1090.699475,6138.30564,110.8383426,634.6174141,421.1920416,497.2494004,605636.0137,17279.70597,13537.97018,14823.05078,3626,,
"6(1,F1)",Standard3,N/A,118.1761507,1107.433801,6160.557689,115.2483358,656.1747991,437.9622531,518.4948031,640663.5241,18134.58503,13842.64962,15283.32785,3722,,
"7(1,G1)",Standard4,N/A,92.31360586,1850.916043,5573.603453,98.54826892,685.021587,183.4048417,564.2577581,NaN,31191.95179,NaN,23363.20288,18,,
"8(1,H1)",Standard4,N/A,48.81446466,465.2144348,1917.978488,44.69013779,303.9201662,194.5927084,216.0776672,262162.6223,7795.144773,5543.900422,5292.353596,2344,,
"9(1,A2)",Standard5,N/A,13.81001489,129.0199508,648.4444174,11.90807908,82.6299091,54.90111592,63.21118321,77749.19483,2230.81082,1589.094747,1598.458065,3711,,
"10(1,B2)",Standard5,N/A,13.07998315,153.4698402,633.4364481,14.72834736,81.88869234,53.37631944,65.23500878,80897.50443,2167.344063,1576.143172,1598.458065,3288,,
"11(1,C2)",Standard6,N/A,4.860352608,43.16249917,255.0003812,4.549004681,39.76320028,21.35078504,24.4699288,27497.99636,923.8942476,646.4879778,565.9288142,2848,,
"12(1,D2)",Standard6,N/A,2.910237169,39.4731427,225.3368599,3.513343071,26.24516135,13.1869882,17.14783309,17668.89534,608.3132644,403.6417833,565.9288142,7408,,
"13(1,E2)",Standard7,N/A,1.707422326,15.00601839,62.56537595,1.754141394,9.462715942,6.724531434,4.99645201,8468.089488,289.5477616,176.3706416,185.3090103,2861,,
"14(1,F2)",Standard7,N/A,1.297430771,15.00601839,80.44440937,1.338843416,9.462715942,6.724531434,12.45783602,8468.089488,220.364014,176.3706416,185.3090103,3627,,
"15(1,G2)",Background0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3437,,
"16(1,H2)",Background0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4203,,
"17(1,A3)",76-1,N/A,2.512910127,1070.762715,45780.12372,< 1.41289437585734,166.6447566,< 5.74759945130316,357.4508738,10681659.75,7088.341464,74.1152639,15012046.72,2797,,
"18(1,B3)",76-1,N/A,2.512910127,939.55049,44531.36484,< 1.41289437585734,147.385704,< 5.74759945130316,314.079248,12868200.58,7034.055196,176.3706416,8016919.18,3066,,
"19(1,C3)",76-2,N/A,2.512910127,354.4531406,31293.22677,1.338843416,91.71067365,9.368542048,153.7704739,11919528,5514.248491,245.5423648,853189.7873,3212,,
"20(1,D3)",76-2,N/A,2.910237169,314.118746,30627.23737,2.108720876,59.23144118,9.368542048,78.8359176,9862858.647,3480.295416,403.6417833,2284018.213,5653,,
"21(1,E3)",76-3,N/A,6.389592546,487.5467271,39199.6389,2.108720876,130.6773738,9.368542048,172.7704485,10472360.41,5337.26851,355.7107045,4413437.706,3381,,
"22(1,F3)",76-3,N/A,6.009302178,494.1548615,40315.71278,0.776983731,132.8271156,< 5.74759945130316,182.1534977,10719877.32,5418.984208,303.7006102,2886938.005,3098,,
"23(1,G3)",76-4,N/A,2.512910127,344.3896655,41594.05537,0.776983731,76.88019685,< 5.74759945130316,145.7411132,9436512.509,5269.124889,176.3706416,1697264.873,2838,,
"24(1,H3)",76-4,N/A,2.112212863,346.0678115,41192.15781,0.776983731,75.6712139,9.368542048,163.3135956,11250454.21,5391.752177,245.5423648,11798934.01,3027,,
"25(1,A4)",77-1,N/A,5.627732246,322.5398722,40752.91321,2.108720876,152.7077448,11.42124248,208.422387,9831960.412,9060.256311,355.7107045,772114.0111,4575,,
"26(1,B4)",77-1,N/A,4.860352608,332.6323284,43058.51827,1.754141394,186.8594089,< 5.74759945130316,200.7380245,11104811.67,10047.77691,303.7006102,1252015.071,3277,,
"27(1,C4)",77-2,N/A,3.304702883,354.4531406,54010.54408,< 1.41289437585734,100.9283198,< 5.74759945130316,155.3675906,20716452.35,14520.93716,176.3706416,> 135440,2722,,
"28(1,D4)",77-2,N/A,3.696684679,266.7651983,43013.80321,2.722169351,48.8888558,11.42124248,117.7514097,18180199.9,4570.674243,355.7107045,> 135440,5246,,
"29(1,E4)",77-3,N/A,4.474300182,351.1000815,41615.52474,1.338843416,103.6442227,< 5.74759945130316,194.5671043,12363517.08,9494.146637,303.7006102,2794825.057,3116,,
"30(1,F4)",77-3,N/A,3.107801669,352.7767886,38920.4276,1.338843416,98.1496112,6.724531434,199.1973422,11066092.64,8991.543439,176.3706416,1148201.655,3356,,
"31(1,G4)",77-4,N/A,3.304702883,309.0612539,37726.84258,1.338843416,95.78079191,< 5.74759945130316,169.6269319,12447658.48,8190.506698,245.5423648,863491.7151,3523,,
"32(1,H4)",77-4,N/A,2.512910127,319.1726119,39149.61149,0.776983731,96.89259861,< 5.74759945130316,193.0208488,13886560.21,8204.158374,< 167.818930041152,959725.4168,2540,,
"33(1,A5)",79-1,N/A,3.304702883,504.0597016,34728.79613,< 1.41289437585734,81.51538211,< 5.74759945130316,203.8154878,15301796.68,11312.61992,74.1152639,744453.489,3423,,
"34(1,B5)",79-1,N/A,2.910237169,493.3290611,35219.72144,< 1.41289437585734,86.93903583,< 5.74759945130316,182.1534977,15268950.95,11122.79307,176.3706416,901433.1152,3579,,
"35(1,C5)",79-2,N/A,2.910237169,427.8862211,32134.70577,< 1.41289437585734,69.69646275,< 5.74759945130316,191.4731131,13576867.89,9521.755579,< 167.818930041152,619144.4166,3143,,
"36(1,D5)",79-2,N/A,2.910237169,310.7474914,31361.40101,1.338843416,45.64458368,6.724531434,145.7411132,12657263.75,5473.429738,303.7006102,329673.1991,5347,,
"37(1,E5)",79-3,N/A,2.910237169,222.455756,37503.91426,1.754141394,60.88190577,9.368542048,185.2666232,17568071.08,8545.894023,303.7006102,566108.5442,3244,,
"38(1,F5)",79-3,N/A,2.512910127,237.8345841,36651.54788,< 1.41289437585734,65.48900191,< 5.74759945130316,194.5671043,16725473.63,9369.997349,< 167.818930041152,551283.6184,2900,,
"39(1,G5)",79-4,N/A,2.910237169,367.8513905,32524.50564,0.776983731,84.63301559,< 5.74759945130316,196.1119154,13001568.61,9259.76534,176.3706416,363563.4536,3222,,
"40(1,H5)",79-4,N/A,2.512910127,401.2538034,32935.71137,< 1.41289437585734,85.52743905,< 5.74759945130316,206.1202928,13330372.17,9480.344941,< 167.818930041152,366123.0149,2820,,
"41(1,A6)",81-1,N/A,2.512910127,338.5132717,41665.67117,< 1.41289437585734,67.86834949,< 5.74759945130316,264.573198,11014545.22,9445.848756,74.1152639,17966026.49,3380,,
"42(1,B6)",81-1,N/A,1.707422326,335.9934296,40596.13546,< 1.41289437585734,69.69646275,< 5.74759945130316,248.736362,12135748.65,9992.272924,< 167.818930041152,> 135440,1621,,
"43(1,C6)",81-2,N/A,0.668004856,175.1529554,17728.05299,2.427579338,NaN,26.80831434,124.4521395,10377726.6,7577.414763,NaN,138756.4319,25,,
"44(1,D6)",81-2,N/A,2.112212863,165.6280594,41687.18449,0.776983731,41.39087252,< 5.74759945130316,102.3282992,11970955.21,5030.2295,245.5423648,> 135440,2895,,
"45(1,E6)",81-3,N/A,1.297430771,242.9508818,43808.32589,< 1.41289437585734,74.85260208,< 5.74759945130316,150.5677306,14444403.16,9839.801322,74.1152639,> 135440,447,,
"46(1,F6)",81-3,N/A,2.910237169,225.0221008,43017.52732,1.338843416,64.50425517,< 5.74759945130316,134.361031,15232488.5,8655.439575,245.5423648,> 135440,3557,,
"47(1,G6)",81-4,N/A,2.910237169,265.0674185,33173.88977,1.338843416,61.94732205,9.368542048,164.8953622,14668144.55,8730.808627,245.5423648,> 135440,3838,,
"48(1,H6)",81-4,N/A,2.112212863,256.5711796,32274.91309,< 1.41289437585734,62.98742378,< 5.74759945130316,157.7581622,11240722.79,8327.083263,74.1152639,4633776.767,2277,,
"49(1,A7)",84-1,N/A,3.304702883,574.8011661,44399.52499,1.338843416,77.27836967,< 5.74759945130316,204.5840634,9878320.885,7088.341464,245.5423648,342837.2515,3424,,
"50(1,B7)",84-1,N/A,4.086473456,528.7842826,44601.35728,1.754141394,76.47964987,9.368542048,196.1119154,15589469.91,7251.258459,355.7107045,884801.3186,4605,,
"51(1,C7)",84-2,N/A,4.474300182,377.8857803,37507.08852,2.577433265,86.23615794,11.42124248,153.7704739,10715097.38,7040.840499,403.6417833,520921.6975,4820,,
"52(1,D7)",84-2,N/A,3.696684679,310.7474914,40564.86487,2.108720876,52.48024114,9.368542048,124.4521395,18787006.07,5487.037412,403.6417833,> 135440,5190,,
"53(1,E7)",84-3,N/A,3.696684679,568.237687,42898.54874,1.338843416,84.45296081,9.368542048,209.9556582,11601228.03,8436.443013,355.7107045,618719.8382,4789,,
"54(1,F7)",84-3,N/A,3.304702883,523.0199105,41975.29601,1.754141394,91.71067365,9.368542048,196.1119154,20090409.52,12033.60489,303.7006102,> 135440,3929,,
"55(1,G7)",84-4,N/A,953.2378026,223.3113501,22442.79103,< 1.41289437585734,94.65731021,18.91374971,127.7728302,NaN,NaN,1964.94537,114863.8737,25,,
"56(1,H7)",84-4,N/A,667.2957522,396.2515966,22662.35701,< 1.41289437585734,NaN,26.80831434,145.7411132,NaN,5636.632825,< 167.818930041152,111688.3276,27,,
"57(1,A8)",95-1,N/A,465.581026,188.9665779,20283.85837,< 1.41289437585734,74.0233191,26.2926907,104.0694177,10914925.69,NaN,NaN,41251.57233,24,,
"58(1,B8)",95-1,N/A,3.304702883,454.4449244,31123.43835,1.338843416,71.02866028,6.724531434,131.0754194,11003281.1,5724.961881,176.3706416,900306.3276,3933,,
"59(1,C8)",95-2,N/A,4.086473456,290.4850217,35874.91224,2.108720876,66.69267812,6.724531434,153.7704739,14250401.98,19325.59327,355.7107045,> 135440,3793,,
"60(1,D8)",95-2,N/A,4.860352608,251.4674376,37640.68003,3.513343071,48.114045,14.77524763,100.5793751,19321669.8,4113.814065,532.1322395,> 135440,6168,,
"61(1,E8)",95-3,N/A,4.474300182,414.5795439,24745.26309,1.338843416,92.37301869,9.368542048,105.8030434,17981049.36,6979.777432,176.3706416,> 135440,3320,,
"62(1,F8)",95-3,N/A,3.696684679,390.4121272,24151.56378,1.338843416,77.67422078,4.805178635,109.2489779,14682509.93,5908.284207,355.7107045,> 135440,3185,,
"63(1,G8)",95-4,N/A,4.474300182,347.7455948,38535.31203,2.108720876,69.24520839,6.724531434,97.94062011,19229458.24,6118.603601,330.3120929,> 135440,3806,,
"64(1,H8)",95-4,N/A,3.696684679,448.64126,39958.97329,< 1.41289437585734,85.52743905,< 5.74759945130316,93.49863588,16531093.47,6505.09047,74.1152639,> 135440,2151,,
"65(1,A9)",96-1,N/A,0.45197721,387.9083089,18096.59581,1.754141394,117.8329703,6.724531434,186.820655,12065732.47,5146.346155,245.5423648,1537613.972,4315,,
"66(1,B9)",96-1,N/A,1.707422326,366.1778146,18265.62845,1.754141394,109.1984107,9.368542048,175.9057818,13299250.76,4721.959242,303.7006102,2214113.788,4132,,
"67(1,C9)",96-2,N/A,1.297430771,367.8513905,20340.17037,2.427579338,145.9514034,11.42124248,162.52182,13226743.11,5016.557622,355.7107045,3377049.143,3823,,
"68(1,D9)",96-2,N/A,2.112212863,330.951211,19756.87182,2.722169351,80.76318119,11.42124248,150.5677306,11153280.91,2959.554346,448.6063405,1372563.396,6075,,
"69(1,E9)",96-3,N/A,1.297430771,374.5423186,17512.38677,1.338843416,143.0620876,< 5.74759945130316,145.7411132,11637347.64,4460.366429,245.5423648,1141153.88,3787,,
"70(1,F9)",96-3,N/A,0.880326175,346.0678115,17522.30664,< 1.41289437585734,132.4492046,< 5.74759945130316,129.4263149,12508374.41,4030.156146,176.3706416,1110002.758,3249,,
"71(1,G9)",96-4,N/A,1.707422326,426.2239065,21128.86699,2.108720876,128.8914374,14.77524763,169.6269319,10480260.74,4460.366429,448.6063405,> 135440,3807,,
"72(1,H9)",96-4,N/A,< 1.35802469135802,467.6981201,21868.36656,1.088861742,132.7012132,6.724531434,168.0519711,11390281.73,4529.33832,303.7006102,> 135440,2176,,
"73(1,A10)",99-1,N/A,2.910237169,246.3590751,40822.82037,2.108720876,81.14022387,13.1869882,202.277396,11070929.78,11263.36533,245.5423648,977451.875,4363,,
"74(1,B10)",99-1,N/A,3.304702883,258.2714176,41444.13732,2.108720876,79.62036435,6.724531434,191.4731131,10564138.2,10744.37648,303.7006102,881813.7306,4805,,
"75(1,C10)",99-2,N/A,3.696684679,220.7441272,43339.2656,1.754141394,76.88019685,9.368542048,142.5073388,13119986.91,9784.416099,176.3706416,1500790.412,4083,,
"76(1,D10)",99-2,N/A,3.304702883,189.8284017,40446.9859,2.998878657,53.8082805,11.42124248,129.4263149,10472360.41,6016.853518,355.7107045,800817.3336,6353,,
"77(1,E10)",99-3,N/A,3.304702883,287.1019264,49029.62857,1.936957332,77.27836967,6.724531434,211.4877951,14560580.3,12182.8216,303.7006102,3419272.034,4143,,
"78(1,F10)",99-3,N/A,2.910237169,270.1593171,46790.82531,2.108720876,67.86834949,6.724531434,186.820655,16309530.38,11010.49929,245.5423648,16862818.56,4244,,
"79(1,G10)",99-4,N/A,2.910237169,242.9508818,46482.24393,2.108720876,66.92997971,6.724531434,230.554121,17940159.23,11516.97803,74.1152639,> 135440,3042,,
"80(1,H10)",99-4,N/A,1.910386459,264.218347,47630.66566,0.776983731,78.06780084,< 5.74759945130316,260.0541829,14209597.06,12467.79901,< 167.818930041152,2703677.491,2190,,
"81(1,A11)",101-1,N/A,2.910237169,594.4717378,39122.96021,1.754141394,103.9423922,< 5.74759945130316,354.4599731,14942031.68,10263.1619,275.58691,731775.3588,4221,,
"82(1,B11)",101-1,N/A,3.500984436,536.19151,38620.51586,2.108720876,87.98281989,6.724531434,303.6001222,15797837.68,8669.139574,355.7107045,688724.0612,4609,,
"83(1,C11)",101-2,N/A,2.910237169,510.6581024,33825.41739,2.108720876,113.9916734,9.368542048,155.3675906,17633729.92,11052.59248,380.1028064,1883790.582,4756,,
"84(1,D11)",101-2,N/A,3.696684679,359.4800845,34682.14848,3.261703746,55.70717126,13.1869882,113.5191551,18685962.71,5826.827072,532.1322395,1243725.307,6419,,
"85(1,E11)",101-3,N/A,4.086473456,546.8828107,25269.30641,2.862470132,62.98742378,14.77524763,161.7294388,14720245.36,6410.175757,532.1322395,565867.6494,3733,,
"86(1,F11)",101-3,N/A,2.112212863,592.8336443,25112.83103,2.108720876,65.97398304,9.368542048,161.7294388,15145119.45,6857.679679,355.7107045,493607.5962,4612,,
"87(1,G11)",101-4,N/A,2.112212863,499.1083765,47093.66004,0.776983731,74.85260208,6.724531434,148.9619433,17922646.54,10444.19127,212.8811955,2293879.737,2985,,
"88(1,H11)",101-4,N/A,1.707422326,500.7590603,49161.40467,0.776983731,75.26321005,< 5.74759945130316,152.1705468,19724714.51,10982.44843,74.1152639,17439811.7,2394,,
"89(1,A12)",102-1,N/A,5.627732246,375.3783083,27532.02787,2.427579338,89.69585064,9.368542048,214.5487735,16124569.38,14726.30063,355.7107045,> 135440,3904,,
"90(1,B12)",102-1,N/A,7.146660708,384.5687629,27499.59887,2.998878657,90.37222932,11.42124248,241.9297687,17732405.21,15910.3728,403.6417833,> 135440,4317,,
"91(1,C12)",102-2,N/A,6.009302178,479.2809359,28853.61043,2.427579338,53.15099235,12.33116981,231.3138374,17086440.29,13879.01341,355.7107045,> 135440,4779,,
"92(1,D12)",102-2,N/A,5.052763108,458.5883753,29282.61963,3.755720792,46.49422116,11.42124248,185.2666232,17969362.58,9480.344941,491.2853926,> 135440,6449,,
"93(1,E12)",102-3,N/A,4.860352608,424.561303,33327.15108,2.427579338,52.48024114,13.1869882,249.4918689,16941679.9,13777.37353,448.6063405,> 135440,3741,,
"94(1,F12)",102-3,N/A,4.474300182,376.214215,30514.63014,2.998878657,48.114045,11.42124248,227.5131868,16469009.91,10954.40656,448.6063405,> 135440,3680,,
"95(1,G12)",102-4,N/A,2.512910127,405.4201859,29008.91949,1.338843416,48.114045,< 5.74759945130316,237.3845082,15287195.13,13429.8884,74.1152639,> 135440,2603,,
"96(1,H12)",102-4,N/A,2.112212863,446.1529532,30038.04261,< 1.41289437585734,49.64283763,< 5.74759945130316,266.0786109,15278071.96,14711.61378,< 167.818930041152,> 135440,1166,,
,,,,,,,,,,,,,,,,
DataType:,Range,,,,,,,,,,,,,,,
Location,Sample,TNF-alpha,IL-6,vWF-A2,MMP-2,IL-10,CCL2/JE/MCP-1,IL-1 beta/IL-1F2,S100A9,Comlement Component C9,ALCAM/CD166,IL-12/IL-23 p40,Cystatin C,Total Events,,
"1(1,A1)",Standard1,Invalid curve fit,,,,,,,,,,,,3428,,
"2(1,B1)",Standard1,Invalid curve fit,,,,,,,,,,,,3524,,
"3(1,C1)",Standard2,Invalid curve fit,,,,,,,,,,,,3440,,
"4(1,D1)",Standard2,Invalid curve fit,,,,,,,,,,,,5414,,
"5(1,E1)",Standard3,Invalid curve fit,,,,,,,,,,,,3626,,
"6(1,F1)",Standard3,Invalid curve fit,,,,,,,,,,,,3722,,
"7(1,G1)",Standard4,Invalid curve fit,,,,,,,,NaN,,NaN,,18,,
"8(1,H1)",Standard4,Invalid curve fit,,,,,,,,,,,,2344,,
"9(1,A2)",Standard5,Invalid curve fit,,,,,,,,,,,,3711,,
"10(1,B2)",Standard5,Invalid curve fit,,,,,,,,,,,,3288,,
"11(1,C2)",Standard6,Invalid curve fit,,,,,,,,,,,,2848,,
"12(1,D2)",Standard6,Invalid curve fit,,,,,,,,,,,,7408,,
"13(1,E2)",Standard7,Invalid curve fit,,,,,,,,,,,,2861,,
"14(1,F2)",Standard7,Invalid curve fit,,,,,,,,,,,,3627,,
"15(1,G2)",Background0,,,,,,,,,,,,,3437,,
"16(1,H2)",Background0,,,,,,,,,,,,,4203,,
"17(1,A3)",76-1,Invalid curve fit,,,,,,,,,,,,2797,,
"18(1,B3)",76-1,Invalid curve fit,,,,,,,,,,,,3066,,
"19(1,C3)",76-2,Invalid curve fit,,,,,,,,,,,,3212,,
"20(1,D3)",76-2,Invalid curve fit,,,,,,,,,,,,5653,,
"21(1,E3)",76-3,Invalid curve fit,,,,,,,,,,,,3381,,
"22(1,F3)",76-3,Invalid curve fit,,,,,,,,,,,,3098,,
"23(1,G3)",76-4,Invalid curve fit,,,,,,,,,,,,2838,,
"24(1,H3)",76-4,Invalid curve fit,,,,,,,,,,,,3027,,
"25(1,A4)",77-1,Invalid curve fit,,,,,,,,,,,,4575,,
"26(1,B4)",77-1,Invalid curve fit,,,,,,,,,,,,3277,,
"27(1,C4)",77-2,Invalid curve fit,,,,,,,,,,,,2722,,
"28(1,D4)",77-2,Invalid curve fit,,,,,,,,,,,,5246,,
"29(1,E4)",77-3,Invalid curve fit,,,,,,,,,,,,3116,,
"30(1,F4)",77-3,Invalid curve fit,,,,,,,,,,,,3356,,
"31(1,G4)",77-4,Invalid curve fit,,,,,,,,,,,,3523,,
"32(1,H4)",77-4,Invalid curve fit,,,,,,,,,,,,2540,,
"33(1,A5)",79-1,Invalid curve fit,,,,,,,,,,,,3423,,
"34(1,B5)",79-1,Invalid curve fit,,,,,,,,,,,,3579,,
"35(1,C5)",79-2,Invalid curve fit,,,,,,,,,,,,3143,,
"36(1,D5)",79-2,Invalid curve fit,,,,,,,,,,,,5347,,
"37(1,E5)",79-3,Invalid curve fit,,,,,,,,,,,,3244,,
"38(1,F5)",79-3,Invalid curve fit,,,,,,,,,,,,2900,,
"39(1,G5)",79-4,Invalid curve fit,,,,,,,,,,,,3222,,
"40(1,H5)",79-4,Invalid curve fit,,,,,,,,,,,,2820,,
"41(1,A6)",81-1,Invalid curve fit,,,,,,,,,,,,3380,,
"42(1,B6)",81-1,Invalid curve fit,,,,,,,,,,,,1621,,
"43(1,C6)",81-2,Invalid curve fit,,,,,NaN,,,,,NaN,,25,,
"44(1,D6)",81-2,Invalid curve fit,,,,,,,,,,,,2895,,
"45(1,E6)",81-3,Invalid curve fit,,,,,,,,,,,,447,,
"46(1,F6)",81-3,Invalid curve fit,,,,,,,,,,,,3557,,
"47(1,G6)",81-4,Invalid curve fit,,,,,,,,,,,,3838,,
"48(1,H6)",81-4,Invalid curve fit,,,,,,,,,,,,2277,,
"49(1,A7)",84-1,Invalid curve fit,,,,,,,,,,,,3424,,
"50(1,B7)",84-1,Invalid curve fit,,,,,,,,,,,,4605,,
"51(1,C7)",84-2,Invalid curve fit,,,,,,,,,,,,4820,,
"52(1,D7)",84-2,Invalid curve fit,,,,,,,,,,,,5190,,
"53(1,E7)",84-3,Invalid curve fit,,,,,,,,,,,,4789,,
"54(1,F7)",84-3,Invalid curve fit,,,,,,,,,,,,3929,,
"55(1,G7)",84-4,Invalid curve fit,,,,,,,,NaN,NaN,,,25,,
"56(1,H7)",84-4,Invalid curve fit,,,,,NaN,,,NaN,,,,27,,
"57(1,A8)",95-1,Invalid curve fit,,,,,,,,,NaN,NaN,,24,,
"58(1,B8)",95-1,Invalid curve fit,,,,,,,,,,,,3933,,
"59(1,C8)",95-2,Invalid curve fit,,,,,,,,,,,,3793,,
"60(1,D8)",95-2,Invalid curve fit,,,,,,,,,,,,6168,,
